,Id,Label,timeset,modularity_class,labeldiff,kingdom,phylum,class,order,family,genus,species,name,abun
161,Zotu1770,Zotu1770,NA,6,other,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_12,Clostridium_magnum,Zotu1770,0.00034
162,Zotu17720,Zotu17720,NA,8,diff,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Leeiaceae,Leeia,NA,Zotu17720,0.000511
163,Zotu1788,Zotu1788,NA,8,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,NA,NA,Zotu1788,0.000182
164,Zotu1792,Zotu1792,NA,13,other,Bacteria,Actinobacteriota,Coriobacteriia,OPB41,OPB41,OPB41,uncultured_Coriobacteriia,Zotu1792,0.000101
165,Zotu181,Zotu181,NA,1,other,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,NA,Zotu181,0.000766
166,Zotu1816,Zotu1816,NA,14,diff,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae,NA,Zotu1816,0.000139
167,Zotu1020,Zotu1020,NA,14,diff,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,uncultured_prokaryote,Zotu1020,0.000216
168,Zotu1772,Zotu1772,NA,14,other,Bacteria,Bacteroidota,Kryptonia,Kryptoniales,BSV26,BSV26,NA,Zotu1772,0.000123
169,Zotu182,Zotu182,NA,1,diff,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,uncultured,NA,Zotu182,0.001986
170,Zotu1824,Zotu1824,NA,6,diff,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,NA,Zotu1824,0.000168
171,Zotu1830,Zotu1830,NA,0,other,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadia,Desulfuromonadaceae,Desulfuromonas,uncultured_bacterium,Zotu1830,0.000117
172,Zotu1832,Zotu1832,NA,1,diff,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA,Zotu1832,0.000112
173,Zotu1856,Zotu1856,NA,21,other,Bacteria,Planctomycetota,Pla3_lineage,Pla3_lineage,Pla3_lineage,Pla3_lineage,metagenome,Zotu1856,0.000112
174,Zotu187,Zotu187,NA,1,other,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes_BD2-2,Bacteroidetes_BD2-2,NA,Zotu187,0.000574
175,Zotu1871,Zotu1871,NA,6,other,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,NA,Zotu1871,0.000118
176,Zotu1874,Zotu1874,NA,31,other,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,NA,NA,Zotu1874,0.000274
177,Zotu1387,Zotu1387,NA,31,other,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,OLB12,NA,Zotu1387,0.000177
178,Zotu1888,Zotu1888,NA,5,other,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,WCHB1-41,WCHB1-41,uncultured_Verrucomicrobia,Zotu1888,0.000102
179,Zotu19,Zotu19,NA,1,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,NA,NA,Zotu19,0.004334
180,Zotu1029,Zotu1029,NA,1,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Sulfuritalea,NA,Zotu1029,0.000136
181,Zotu1908,Zotu1908,NA,5,other,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_oryzae,Zotu1908,1.00E-04
182,Zotu1912,Zotu1912,NA,7,other,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,uncultured_bacterium,Zotu1912,0.000211
183,Zotu1504,Zotu1504,NA,7,diff,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1,NA,Zotu1504,0.000157
184,Zotu193,Zotu193,NA,1,diff,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,Roseimarinus,NA,Zotu193,0.000216
185,Zotu1933,Zotu1933,NA,21,other,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,Gemmatimonadetes_bacterium,Zotu1933,0.000104
186,Zotu1206,Zotu1206,NA,21,other,Bacteria,Gemmatimonadota,S0134_terrestrial_group,S0134_terrestrial_group,S0134_terrestrial_group,S0134_terrestrial_group,uncultured_bacterium,Zotu1206,0.000173
187,Zotu1247,Zotu1247,NA,21,other,Bacteria,Acidobacteriota,Subgroup_22,Subgroup_22,Subgroup_22,Subgroup_22,NA,Zotu1247,0.000169
188,Zotu1934,Zotu1934,NA,1,other,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methyloterricola,Methyloterricola_oryzae,Zotu1934,0.000108
189,Zotu1628,Zotu1628,NA,1,other,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,NA,NA,Zotu1628,0.000244
190,Zotu196,Zotu196,NA,0,other,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,NA,NA,Zotu196,0.001129
191,Zotu1966,Zotu1966,NA,8,other,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfococcaceae,Desulfonema,uncultured_bacterium,Zotu1966,0.000151
192,Zotu1901,Zotu1901,NA,8,other,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfococcaceae,Desulfonema,uncultured_bacterium,Zotu1901,0.000185
193,Zotu1992,Zotu1992,NA,9,other,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,NA,NA,NA,Zotu1992,0.000218
194,Zotu1801,Zotu1801,NA,9,other,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,NA,Zotu1801,0.000122
195,Zotu2,Zotu2,NA,1,other,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,uncultured_soil,Zotu2,0.009459
196,Zotu10,Zotu10,NA,11,other,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,uncultured_bacterium,Zotu10,0.002476
197,Zotu200,Zotu200,NA,8,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA,Zotu200,0.000777
198,Zotu2014,Zotu2014,NA,0,other,Bacteria,Sva0485,Sva0485,Sva0485,Sva0485,Sva0485,uncultured_delta,Zotu2014,0.000109
199,Zotu203,Zotu203,NA,0,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,uncultured_soil,Zotu203,0.001066
200,Zotu2037,Zotu2037,NA,1,other,Bacteria,Patescibacteria,WWE3,WWE3,WWE3,WWE3,uncultured_anaerobic,Zotu2037,0.000101
201,Zotu2051,Zotu2051,NA,8,other,Bacteria,Myxococcota,Polyangia,PS-B29,PS-B29,PS-B29,uncultured_organism,Zotu2051,0.000107
202,Zotu206,Zotu206,NA,13,other,Bacteria,Chloroflexi,NA,NA,NA,NA,NA,Zotu206,0.001109
203,Zotu1254,Zotu1254,NA,13,diff,Bacteria,Chloroflexi,NLS2-31,NLS2-31,NLS2-31,NLS2-31,uncultured_bacterium,Zotu1254,0.00018
204,Zotu2099,Zotu2099,NA,8,other,Bacteria,NA,NA,NA,NA,NA,NA,Zotu2099,0.000122
205,Zotu21,Zotu21,NA,1,diff,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Gallionellaceae,Sideroxydans,NA,Zotu21,0.003002
206,Zotu211,Zotu211,NA,0,other,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys,NA,Zotu211,0.000754
207,Zotu2116,Zotu2116,NA,10,other,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,BSV13,uncultured_bacterium,Zotu2116,0.00011
208,Zotu1608,Zotu1608,NA,10,other,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,BSV13,uncultured_bacterium,Zotu1608,0.000169
209,Zotu212,Zotu212,NA,1,other,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,NA,Zotu212,0.000664
210,Zotu213,Zotu213,NA,1,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,uncultured,uncultured_bacterium,Zotu213,0.000808
211,Zotu2135,Zotu2135,NA,8,other,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes_vadinHA17,Bacteroidetes_vadinHA17,NA,Zotu2135,0.000698
212,Zotu2136,Zotu2136,NA,0,other,Bacteria,Sva0485,Sva0485,Sva0485,Sva0485,Sva0485,NA,Zotu2136,0.000361
213,Zotu2152,Zotu2152,NA,8,other,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,NA,NA,NA,Zotu2152,0.000158
214,Zotu1177,Zotu1177,NA,8,other,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,uncultured,NA,Zotu1177,0.000298
215,Zotu216,Zotu216,NA,13,other,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA,Zotu216,0.00103
216,Zotu217,Zotu217,NA,13,other,Bacteria,Chloroflexi,Dehalococcoidia,S085,S085,S085,uncultured_bacterium,Zotu217,0.000809
217,Zotu2170,Zotu2170,NA,1,diff,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,uncultured,uncultured_bacterium,Zotu2170,0.000131
218,Zotu22,Zotu22,NA,1,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA,Zotu22,0.004559
219,Zotu221,Zotu221,NA,5,other,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,uncultured,NA,Zotu221,0.001353
220,Zotu109,Zotu109,NA,5,other,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,uncultured,NA,Zotu109,0.002836
221,Zotu166,Zotu166,NA,5,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,uncultured,NA,Zotu166,0.001485
222,Zotu222,Zotu222,NA,0,other,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae,NA,Zotu222,0.001196
223,Zotu2221,Zotu2221,NA,1,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,NA,NA,Zotu2221,0.000177
224,Zotu223,Zotu223,NA,0,other,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,SWB02,uncultured_bacterium,Zotu223,0.000985
225,Zotu2230,Zotu2230,NA,8,other,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes_vadinHA17,Bacteroidetes_vadinHA17,NA,Zotu2230,0.000393
226,Zotu2231,Zotu2231,NA,6,diff,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,NA,Zotu2231,0.000163
227,Zotu2235,Zotu2235,NA,8,other,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,Roseimarinus,uncultured_bacterium,Zotu2235,0.000108
228,Zotu2256,Zotu2256,NA,1,diff,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,NA,Zotu2256,0.000112
229,Zotu1174,Zotu1174,NA,0,other,Bacteria,Acidobacteriota,Holophagae,Subgroup_7,Subgroup_7,Subgroup_7,uncultured_Acidobacterium,Zotu1174,0.000164
230,Zotu228,Zotu228,NA,0,other,Bacteria,Nitrospirota,4-29-1,4-29-1,4-29-1,4-29-1,uncultured_proteobacterium,Zotu228,0.001016
231,Zotu2260,Zotu2260,NA,0,other,Bacteria,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,NA,NA,Zotu2260,0.000113
232,Zotu229,Zotu229,NA,0,other,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,uncultured_bacterium,Zotu229,0.001066
233,Zotu23,Zotu23,NA,11,other,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,uncultured_bacterium,Zotu23,0.001063
234,Zotu230,Zotu230,NA,31,other,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,uncultured,NA,Zotu230,0.00022
235,Zotu15,Zotu15,NA,31,other,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,SB-5,SB-5,uncultured_bacterium,Zotu15,0.002078
236,Zotu231,Zotu231,NA,8,diff,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ideonella,uncultured_bacterium,Zotu231,0.000523
237,Zotu1385,Zotu1385,NA,8,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA,Zotu1385,0.000287
238,Zotu233,Zotu233,NA,0,other,Bacteria,Bacteroidota,Kryptonia,Kryptoniales,BSV26,BSV26,NA,Zotu233,0.001081
239,Zotu2335,Zotu2335,NA,8,other,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,WCHB1-32,NA,Zotu2335,0.000101
240,Zotu236,Zotu236,NA,20,other,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,uncultured_bacterium,Zotu236,0.001107
241,Zotu107,Zotu107,NA,20,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA,Zotu107,0.002254
242,Zotu237,Zotu237,NA,6,other,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_13,NA,Zotu237,0.00019
243,Zotu2376,Zotu2376,NA,0,other,Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,uncultured_bacterium,Zotu2376,1.00E-04
244,Zotu239,Zotu239,NA,1,other,Bacteria,Proteobacteria,Gammaproteobacteria,KF-JG30-C25,KF-JG30-C25,KF-JG30-C25,NA,Zotu239,0.000765
245,Zotu240,Zotu240,NA,5,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,uncultured,uncultured_soil,Zotu240,0.001036
246,Zotu241,Zotu241,NA,6,diff,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,NA,Zotu241,0.000576
247,Zotu242,Zotu242,NA,0,other,Bacteria,Zixibacteria,Zixibacteria,Zixibacteria,Zixibacteria,Zixibacteria,uncultured_bacterium,Zotu242,0.00109
248,Zotu1393,Zotu1393,NA,0,other,Bacteria,Planctomycetota,Phycisphaerae,MSBL9,GWC2-45-44,GWC2-45-44,uncultured_soil,Zotu1393,0.000138
249,Zotu244,Zotu244,NA,13,other,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Intrasporangium,uncultured_bacterium,Zotu244,0.000332
250,Zotu1809,Zotu1809,NA,13,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA,Zotu1809,0.000131
251,Zotu251,Zotu251,NA,13,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,NA,Zotu251,0.000786
252,Zotu252,Zotu252,NA,0,other,Bacteria,Bacteroidota,Kryptonia,Kryptoniales,BSV26,BSV26,uncultured_Chlorobi,Zotu252,0.000941
253,Zotu253,Zotu253,NA,6,diff,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,NA,Zotu253,0.001483
254,Zotu255,Zotu255,NA,0,other,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta,uncultured_Spirochaetes,Zotu255,0.000896
255,Zotu256,Zotu256,NA,35,other,Bacteria,Chloroflexi,Anaerolineae,SJA-15,SJA-15,SJA-15,uncultured_bacterium,Zotu256,0.000862
256,Zotu1132,Zotu1132,NA,35,other,Bacteria,Chloroflexi,Anaerolineae,SJA-15,SJA-15,SJA-15,uncultured_bacterium,Zotu1132,0.000186
257,Zotu257,Zotu257,NA,13,other,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA,Zotu257,0.000883
258,Zotu2589,Zotu2589,NA,13,other,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes_vadinHA17,Bacteroidetes_vadinHA17,NA,Zotu2589,0.00011
259,Zotu259,Zotu259,NA,13,other,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Lapillicoccus,NA,Zotu259,6.00E-04
260,Zotu26,Zotu26,NA,1,other,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Thioalkalispiraceae,Thioalkalispira-Sulfurivermis,uncultured_bacterium,Zotu26,0.006809
261,Zotu260,Zotu260,NA,0,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,NA,Zotu260,0.000817
262,Zotu2600,Zotu2600,NA,13,other,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes_vadinHA17,Bacteroidetes_vadinHA17,uncultured_Bacteroidales,Zotu2600,0.000103
263,Zotu265,Zotu265,NA,14,other,Bacteria,MBNT15,MBNT15,MBNT15,MBNT15,MBNT15,NA,Zotu265,0.001139
264,Zotu163,Zotu163,NA,14,other,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1,uncultured_Verrucomicrobia,Zotu163,0.001817
265,Zotu27,Zotu27,NA,1,other,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,NA,NA,Zotu27,0.001004
266,Zotu270,Zotu270,NA,0,other,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,NA,NA,Zotu270,0.000995
267,Zotu219,Zotu219,NA,0,other,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,Geotalea,uncultured_bacterium,Zotu219,0.001285
268,Zotu272,Zotu272,NA,0,other,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1,NA,Zotu272,0.000989
269,Zotu273,Zotu273,NA,1,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,NA,NA,Zotu273,0.000581
270,Zotu2748,Zotu2748,NA,8,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,NA,NA,Zotu2748,0.000146
271,Zotu276,Zotu276,NA,6,other,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,Clostridium_saccharoperbutylacetonicum,Zotu276,0.001299
272,Zotu1190,Zotu1190,NA,6,other,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_3,Clostridium_hveragerdense,Zotu1190,0.000237
273,Zotu1530,Zotu1530,NA,6,other,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_8,uncultured_bacterium,Zotu1530,0.000158
274,Zotu2768,Zotu2768,NA,1,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Sulfuritalea,NA,Zotu2768,0.00022
275,Zotu2774,Zotu2774,NA,1,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Sulfuritalea,NA,Zotu2774,0.000125
276,Zotu279,Zotu279,NA,1,other,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,Geobacter,NA,Zotu279,0.000743
277,Zotu28,Zotu28,NA,1,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA,Zotu28,0.00212
278,Zotu282,Zotu282,NA,0,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,uncultured_soil,Zotu282,0.000704
279,Zotu283,Zotu283,NA,21,other,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,NA,Zotu283,0.00089
280,Zotu1423,Zotu1423,NA,21,other,Bacteria,Desulfobacterota,uncultured,uncultured,uncultured,uncultured,NA,Zotu1423,0.000153
281,Zotu1442,Zotu1442,NA,21,other,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,uncultured_bacterium,Zotu1442,0.00013
282,Zotu1810,Zotu1810,NA,21,other,Bacteria,MBNT15,MBNT15,MBNT15,MBNT15,MBNT15,uncultured_bacterium,Zotu1810,0.000115
283,Zotu285,Zotu285,NA,15,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,NA,NA,Zotu285,0.000657
284,Zotu1381,Zotu1381,NA,15,diff,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylobacillus,uncultured_bacterium,Zotu1381,0.000127
285,Zotu168,Zotu168,NA,15,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,NA,NA,Zotu168,0.001177
286,Zotu2888,Zotu2888,NA,8,other,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes_vadinHA17,Bacteroidetes_vadinHA17,NA,Zotu2888,0.000152
287,Zotu29,Zotu29,NA,31,other,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,WCHB1-32,NA,Zotu29,0.003026
288,Zotu208,Zotu208,NA,31,other,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,WCHB1-32,NA,Zotu208,0.000631
289,Zotu291,Zotu291,NA,8,other,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,uncultured,NA,Zotu291,0.001259
290,Zotu292,Zotu292,NA,0,other,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA,Zotu292,0.000706
291,Zotu1158,Zotu1158,NA,0,other,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,NA,Zotu1158,0.000173
292,Zotu294,Zotu294,NA,12,other,Bacteria,Nitrospirota,4-29-1,4-29-1,4-29-1,4-29-1,uncultured_bacterium,Zotu294,0.000891
293,Zotu214,Zotu214,NA,12,other,Bacteria,Nitrospirota,4-29-1,4-29-1,4-29-1,4-29-1,uncultured_bacterium,Zotu214,0.001261
294,Zotu296,Zotu296,NA,1,diff,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,uncultured,uncultured_bacterium,Zotu296,0.000199
295,Zotu297,Zotu297,NA,1,diff,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,uncultured,NA,Zotu297,0.00115
296,Zotu1117,Zotu1117,NA,1,other,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,NA,NA,Zotu1117,0.000538
297,Zotu3,Zotu3,NA,1,diff,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Gallionellaceae,Sideroxydans,NA,Zotu3,0.019232
298,Zotu300,Zotu300,NA,0,other,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys,NA,Zotu300,0.000601
299,Zotu303,Zotu303,NA,21,other,Bacteria,Nitrospirota,Thermodesulfovibrionia,uncultured,uncultured,uncultured,uncultured_bacterium,Zotu303,0.00079
300,Zotu3061,Zotu3061,NA,0,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Sulfuritalea,NA,Zotu3061,0.000114
301,Zotu312,Zotu312,NA,13,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA,Zotu312,0.000461
302,Zotu315,Zotu315,NA,1,other,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes_BD2-2,Bacteroidetes_BD2-2,uncultured_prokaryote,Zotu315,0.00037
303,Zotu318,Zotu318,NA,13,other,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,NA,Zotu318,0.000682
304,Zotu32,Zotu32,NA,0,other,Bacteria,MBNT15,MBNT15,MBNT15,MBNT15,MBNT15,uncultured_prokaryote,Zotu32,0.005207
305,Zotu322,Zotu322,NA,0,other,Bacteria,Zixibacteria,Zixibacteria,Zixibacteria,Zixibacteria,Zixibacteria,uncultured_bacterium,Zotu322,0.000731
306,Zotu1836,Zotu1836,NA,0,other,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae,NA,Zotu1836,0.000107
307,Zotu324,Zotu324,NA,8,other,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,BIrii41,NA,Zotu324,0.000176
308,Zotu325,Zotu325,NA,1,other,Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,NA,Zotu325,0.000263
309,Zotu326,Zotu326,NA,13,other,Bacteria,Chloroflexi,NA,NA,NA,NA,NA,Zotu326,0.000715
310,Zotu327,Zotu327,NA,31,other,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,uncultured,uncultured_soil,Zotu327,0.000317
311,Zotu33,Zotu33,NA,8,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA,Zotu33,0.001884
312,Zotu1773,Zotu1773,NA,8,other,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,BSV13,uncultured_bacterium,Zotu1773,0.000168
313,Zotu330,Zotu330,NA,13,other,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Agromyces,NA,Zotu330,0.000247
314,Zotu331,Zotu331,NA,0,other,Bacteria,Zixibacteria,Zixibacteria,Zixibacteria,Zixibacteria,Zixibacteria,uncultured_prokaryote,Zotu331,0.000685
315,Zotu332,Zotu332,NA,1,other,Bacteria,Nitrospirota,Thermodesulfovibrionia,uncultured,uncultured,uncultured,uncultured_bacterium,Zotu332,0.000723
316,Zotu333,Zotu333,NA,0,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,NA,Zotu333,0.000702
317,Zotu334,Zotu334,NA,1,other,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,uncultured,NA,Zotu334,0.001195
318,Zotu335,Zotu335,NA,13,other,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,NA,NA,Zotu335,0.000771
319,Zotu336,Zotu336,NA,6,diff,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,NA,Zotu336,0.001303
320,Zotu341,Zotu341,NA,1,other,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,SB-5,SB-5,uncultured_bacterium,Zotu341,0.000353
