Id,Label,timeset,label3,kingdom,phylum,class,order,family,genus,species,name,abun,indegree,outdegree,degree
Zotu67,Zotu67,,other,Bacteria,MBNT15,MBNT15,MBNT15,MBNT15,MBNT15,uncultured_delta,Zotu67,0.003457,2,14,16
Zotu671,Zotu671,,other,Bacteria,Latescibacterota,Latescibacterota,Latescibacterota,Latescibacterota,Latescibacterota,uncultured_bacterium,Zotu671,0.00032,15,63,78
Zotu672,Zotu672,,other,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,NA,Zotu672,0.00031,24,116,140
Zotu673,Zotu673,,other,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,BIrii41,NA,Zotu673,0.000345,1,2,3
Zotu675,Zotu675,,other,Bacteria,Sva0485,Sva0485,Sva0485,Sva0485,Sva0485,uncultured_soil,Zotu675,0.000323,44,191,235
Zotu6752,Zotu6752,,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,NA,NA,Zotu6752,0.000166,3,25,28
Zotu679,Zotu679,,other,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes_BD2-2,Bacteroidetes_BD2-2,uncultured_prokaryote,Zotu679,0.000188,42,137,179
Zotu68,Zotu68,,other,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NA,NA,NA,Zotu68,0.001082,0,8,8
Zotu1030,Zotu1030,,other,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,BIrii41,NA,Zotu1030,0.000103,2,0,2
Zotu680,Zotu680,,other,Bacteria,Desulfobacterota,Desulfobaccia,Desulfobaccales,Desulfobaccaceae,Desulfobacca,uncultured_bacterium,Zotu680,0.00047,1,14,15
Zotu682,Zotu682,,other,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,NA,NA,Zotu682,0.000292,37,132,169
Zotu683,Zotu683,,other,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,uncultured,uncultured,NA,Zotu683,0.000287,7,39,46
Zotu684,Zotu684,,other,Bacteria,Acidobacteriota,Holophagae,Holophagales,Holophagaceae,Geothrix,NA,Zotu684,0.000157,7,8,15
Zotu686,Zotu686,,other,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus_Solibacter,NA,Zotu686,0.000401,1,3,4
Zotu687,Zotu687,,other,Bacteria,Bacteroidota,SJA-28,SJA-28,SJA-28,SJA-28,uncultured_bacterium,Zotu687,0.000336,2,36,38
Zotu689,Zotu689,,other,Bacteria,Sva0485,Sva0485,Sva0485,Sva0485,Sva0485,NA,Zotu689,0.000372,32,101,133
Zotu69,Zotu69,,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,MM2,uncultured_bacterium,Zotu69,0.001525,0,4,4
Zotu478,Zotu478,,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,NA,NA,Zotu478,0.000295,1,0,1
Zotu691,Zotu691,,other,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Methylacidiphilales,Methylacidiphilaceae,uncultured,uncultured_bacterium,Zotu691,0.000134,3,8,11
Zotu693,Zotu693,,other,Bacteria,Proteobacteria,Gammaproteobacteria,PLTA13,PLTA13,PLTA13,uncultured_gamma,Zotu693,0.000253,2,35,37
Zotu694,Zotu694,,other,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,SB-5,SB-5,uncultured_bacterium,Zotu694,0.0003,47,202,249
Zotu695,Zotu695,,other,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomonas,uncultured_bacterium,Zotu695,0.000433,48,199,247
Zotu697,Zotu697,,other,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus_Solibacter,uncultured_soil,Zotu697,0.000318,6,34,40
Zotu699,Zotu699,,other,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,NA,NA,Zotu699,0.000334,25,126,151
Zotu7,Zotu7,,other,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,uncultured,uncultured_bacterium,Zotu7,0.00306,1,13,14
Zotu70,Zotu70,,other,Bacteria,Nitrospirota,4-29-1,4-29-1,4-29-1,4-29-1,uncultured_bacterium,Zotu70,0.001008,24,96,120
Zotu700,Zotu700,,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,NA,NA,Zotu700,0.000467,28,121,149
Zotu702,Zotu702,,other,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,uncultured,uncultured_bacterium,Zotu702,0.000356,16,39,55
Zotu703,Zotu703,,other,Bacteria,Actinobacteriota,Coriobacteriia,OPB41,OPB41,OPB41,NA,Zotu703,0.000244,3,16,19
Zotu704,Zotu704,,other,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,Smithellaceae,Smithella,uncultured_bacterium,Zotu704,0.000409,0,5,5
