Id,Label,timeset,label3,kingdom,phylum,class,order,family,genus,species,name,abun,indegree,outdegree,degree
Zotu1154,Zotu1154,,other,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,uncultured,uncultured_bacterium,Zotu1154,0.000145,1,0,1
Zotu14682,Zotu14682,,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,NA,NA,Zotu14682,0.002877,17,14,31
Zotu1476,Zotu1476,,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Sulfuritalea,uncultured_bacterium,Zotu1476,0.000142,15,3,18
Zotu1481,Zotu1481,,other,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,uncultured_soil,Zotu1481,0.000411,47,21,68
Zotu1482,Zotu1482,,other,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,uncultured_bacterium,Zotu1482,0.00013,15,5,20
Zotu149,Zotu149,,other,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Candidatus_Methylospira,uncultured_bacterium,Zotu149,0.000638,0,1,1
Zotu112,Zotu112,,other,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Candidatus_Methylospira,uncultured_bacterium,Zotu112,0.000914,2,0,2
Zotu14902,Zotu14902,,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,uncultured,NA,Zotu14902,0.000122,21,16,37
Zotu1512,Zotu1512,,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA,Zotu1512,0.001504,36,25,61
Zotu13,Zotu13,,other,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,Leptonema,NA,Zotu13,0.014423,7,0,7
Zotu152,Zotu152,,other,Bacteria,Myxococcota,Myxococcia,Myxococcales,Vulgatibacteraceae,Vulgatibacter,NA,Zotu152,0.00273,45,14,59
Zotu1533,Zotu1533,,other,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,possible_genus_04,uncultured_bacterium,Zotu1533,0.000145,6,4,10
Zotu15394,Zotu15394,,other,Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,uncultured_bacterium,Zotu15394,0.000464,38,19,57
Zotu1545,Zotu1545,,other,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,SB-5,SB-5,uncultured_soil,Zotu1545,0.000103,9,3,12
Zotu1270,Zotu1270,,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Gallionellaceae,Sideroxydans,NA,Zotu1270,0.000103,1,0,1
Zotu15453,Zotu15453,,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,NA,NA,Zotu15453,0.000274,6,2,8
Zotu1549,Zotu1549,,other,Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura,NA,Zotu1549,0.001764,1,1,2
