"label","id","Kingdom","Phylum","Class","Order","Family","Genus","Species","name","abun"
"Zotu1792","Zotu1792","Bacteria","Actinobacteriota","Coriobacteriia","OPB41","OPB41","OPB41","uncultured_Coriobacteriia","Zotu1792",0.000117700329538469
"Zotu18","Zotu18","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia",NA,"Zotu18",0.000140571382673811
"Zotu1804","Zotu1804","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_vadinHA17","Bacteroidetes_vadinHA17",NA,"Zotu1804",0.000107951789783379
"Zotu1808","Zotu1808","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_vadinHA17","Bacteroidetes_vadinHA17","uncultured_soil","Zotu1808",0.000172271705662544
"Zotu1809","Zotu1809","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"Zotu1809",0.000116017336604014
"Zotu181","Zotu181","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42",NA,"Zotu181",0.000510251853012482
"Zotu1810","Zotu1810","Bacteria","MBNT15","MBNT15","MBNT15","MBNT15","MBNT15","uncultured_bacterium","Zotu1810",0.000120453828998314
"Zotu1815","Zotu1815","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84","SC-I-84",NA,"Zotu1815",0.000138654529986871
"Zotu1816","Zotu1816","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Pedosphaeraceae",NA,"Zotu1816",0.000137754713614946
"Zotu1819","Zotu1819","Bacteria","Firmicutes",NA,NA,NA,NA,NA,"Zotu1819",0.000104170582931474
"Zotu182","Zotu182","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","uncultured",NA,"Zotu182",0.00132766113160402
"Zotu1830","Zotu1830","Bacteria","Desulfobacterota","Desulfuromonadia","Desulfuromonadia","Desulfuromonadaceae","Desulfuromonas","uncultured_bacterium","Zotu1830",0.000122279350874053
"Zotu1834","Zotu1834","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",NA,NA,"Zotu1834",0.00012858082076628
"Zotu184","Zotu184","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"Zotu184",0.000406777806280458
"Zotu1847","Zotu1847","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Williamwhitmaniaceae","Blvii28_wastewater-sludge_group","uncultured_Bacteroidetes","Zotu1847",0.000127089162902571
"Zotu185","Zotu185","Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter",NA,"Zotu185",0.000540346035482035
"Zotu1853","Zotu1853","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylomonadaceae","Methylomonas","uncultured_bacterium","Zotu1853",0.000126325471394551
"Zotu1862","Zotu1862","Bacteria","Chloroflexi","Anaerolineae","uncultured","uncultured","uncultured","uncultured_Chloroflexi","Zotu1862",0.000134839160521879
"Zotu187","Zotu187","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_BD2-2","Bacteroidetes_BD2-2",NA,"Zotu187",0.000637055307831976
"Zotu1874","Zotu1874","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae",NA,NA,"Zotu1874",0.000277496484926705
"Zotu1878","Zotu1878","Bacteria","Desulfobacterota","Syntrophia","Syntrophales","Smithellaceae","Smithella",NA,"Zotu1878",0.000178189558240575
"Zotu1880","Zotu1880","Bacteria","NKB15","NKB15","NKB15","NKB15","NKB15","uncultured_bacterium","Zotu1880",0.000132315554648279
"Zotu1885","Zotu1885","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Dechloromonas","uncultured_bacterium","Zotu1885",0.00018498288576063
"Zotu1889","Zotu1889","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA,"Zotu1889",0.000114566373717665
"Zotu189","Zotu189","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","[Cytophaga]_xylanolytica_group","uncultured_Bacteroidetes","Zotu189",0.000748283568924743
"Zotu1892","Zotu1892","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_vadinHA17","Bacteroidetes_vadinHA17",NA,"Zotu1892",0.000158143506475527
"Zotu1893","Zotu1893","Bacteria","Myxococcota","Polyangia","UASB-TL25","UASB-TL25","UASB-TL25","uncultured_organism","Zotu1893",0.000135714266904191
"Zotu19","Zotu19","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae",NA,NA,"Zotu19",0.00483807886559247
"Zotu190","Zotu190","Bacteria","Spirochaetota","Leptospirae","Leptospirales","Leptospiraceae","RBG-16-49-21","uncultured_bacterium","Zotu190",0.00029900819188046
"Zotu1900","Zotu1900","Bacteria","Bacteroidota","Ignavibacteria","Ignavibacteriales",NA,NA,NA,"Zotu1900",0.0001131761413832
"Zotu1901","Zotu1901","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfococcaceae","Desulfonema","uncultured_bacterium","Zotu1901",0.00012994401610203
"Zotu1904","Zotu1904","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae",NA,NA,"Zotu1904",0.000109827482833561
"Zotu1908","Zotu1908","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_oryzae","Zotu1908",0.000127370248353255
"Zotu1909","Zotu1909","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Chromobacteriaceae","Vogesella","uncultured_bacterium","Zotu1909",0.000332008945210839
"Zotu191","Zotu191","Bacteria","Actinobacteriota","Actinobacteria","Kineosporiales","Kineosporiaceae",NA,NA,"Zotu191",0.000120630956597916
"Zotu1910","Zotu1910","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","Citrifermentans","uncultured_delta","Zotu1910",0.000130197717423281
"Zotu1911","Zotu1911","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"Zotu1911",0.000172162169873431
"Zotu1917","Zotu1917","Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter",NA,"Zotu1917",0.000116034309458107
"Zotu1923","Zotu1923","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","uncultured","uncultured_gamma","Zotu1923",0.000129364599249777
"Zotu1924","Zotu1924","Bacteria","Desulfobacterota","Desulfobacteria","Desulfatiglandales","Desulfatiglandaceae","Desulfatiglans",NA,"Zotu1924",0.000133257652835536
"Zotu1925","Zotu1925","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Barnesiellaceae","uncultured","uncultured_bacterium","Zotu1925",0.000167425275310753
"Zotu1926","Zotu1926","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067",NA,"Zotu1926",0.000103274608163564
"Zotu1929","Zotu1929","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"Zotu1929",0.000127729637214311
"Zotu193","Zotu193","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Roseimarinus",NA,"Zotu193",0.000566297841976941
"Zotu1933","Zotu1933","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","Gemmatimonadetes_bacterium","Zotu1933",0.000132121093661541
"Zotu1936","Zotu1936","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1","uncultured_bacterium","Zotu1936",0.000134122460195625
"Zotu195","Zotu195","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","uncultured","metagenome","Zotu195",0.000306777089186072
"Zotu1950","Zotu1950","Bacteria","Chloroflexi","JG30-KF-CM66","JG30-KF-CM66","JG30-KF-CM66","JG30-KF-CM66","uncultured_bacterium","Zotu1950",0.00012510278907451
"Zotu1954","Zotu1954","Bacteria","Acidobacteriota","Holophagae","Holophagales","Holophagaceae","uncultured","uncultured_bacterium","Zotu1954",0.000121408960652727
"Zotu1957","Zotu1957","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","uncultured",NA,"Zotu1957",0.000960099212714215
"Zotu196","Zotu196","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae",NA,NA,"Zotu196",0.00105179726557939
"Zotu1962","Zotu1962","Bacteria","Chloroflexi","Dehalococcoidia","RBG-13-46-9","RBG-13-46-9","RBG-13-46-9","Chloroflexi_bacterium","Zotu1962",0.000105534572852821
"Zotu1966","Zotu1966","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfococcaceae","Desulfonema","uncultured_bacterium","Zotu1966",0.000125765885188644
"Zotu197","Zotu197","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta_2",NA,"Zotu197",0.000238861271235705
"Zotu1970","Zotu1970","Bacteria","Verrucomicrobiota","Kiritimatiellae","WCHB1-41","WCHB1-41","WCHB1-41",NA,"Zotu1970",0.000107699257304288
"Zotu1975","Zotu1975","Bacteria","Sva0485","Sva0485","Sva0485","Sva0485","Sva0485",NA,"Zotu1975",0.000142249660896817
"Zotu1987","Zotu1987","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","uncultured_Gemmatimonas","Zotu1987",0.000118765743190537
"Zotu1989","Zotu1989","Bacteria","Nitrospirota","4-29-1","4-29-1","4-29-1","4-29-1","uncultured_bacterium","Zotu1989",0.000114530268278502
